Site,Date,Depth,,Salinity,,Temperature,,O2,,O2 Saturation,,Conductivity,,Light Trans,,Sigma-T,,Fluorometer,,pH,,Photosysthetically Active Radiation Reference (400-700nm light),PAR,,Oxidation Reduction Potential,,Latitude,Longitude,Default,,Hr:Mn,Act. Dep.,Current,,Wind,,Sea State,O2 (Wnklr),,Secchi,pH,,Fecal  Coliform,,Inc.,Enterococcus,,Inc.,Weather,NO3/NO2-N,,NH3-N,,Ortho-P,,TKN-N,,SiO2,,Total-P,,TSS,,Chl a,,DOC,Depth (YSI),,Salinity (YSI),,Temperature (YSI),,Chl a (field),,DO (YSI),,Turbidity (YSI),,Weather,,,
,,(ft),,(psu),,(deg C),,(mg/L),,(% sat),,(S/M),,(%Trans.),,(kg/m3),,(mg/m3),,,,uE/s m2,uE/s m2,,mV,,,,Latitude,Longitude,,(ft),(knots),,(mph),,,(mg/L),,(ft),,,(#/100 mL),,#,(#/100 mL),,#,,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(μg/L),,(mg/L),(ft),,(psu),,(deg C),,(μg/L),,(mg/L),,,,Rain Gage,,,
   ,,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,,,,,,,Speed,Dir.,Speed,Dir.,,Top,Bot,,Top,Bot,Top,Bot,,Top,Bot,,Dry/Wet,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Dry/Wet,,,
K2,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:20 PM,29.0,1,N,8,E,1,7.24,ND,4.0,7.43,ND,12,ND,,4,ND,,D,0.508,,0.455,,0.155,,0.874,,1.790,,0.191,,11.2,,1.856,,3.80,ND,ND,21.70,ND,21.50,ND,ND,ND,ND,ND,ND,ND,D,,,
K1,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:39 PM,47.0,0.9,W,8,E,1,8.02,ND,4.0,7.53,ND,10,ND,,1,ND,,D,0.454,,0.324,,0.128,,0.643,,1.120,,0.162,,24.8,,2.759,,2.90,ND,ND,21.40,ND,21.50,ND,ND,ND,ND,ND,ND,ND,D,,,
N6,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:50 PM,54.0,0.1,NW,14,E,1,7.52,ND,6.0,7.51,ND,12,ND,,1,ND,,D,0.417,,0.359,,0.122,,0.888,,1.020,,0.159,,15.6,,5.240,,3.00,ND,ND,22.50,ND,21.30,ND,ND,ND,ND,ND,ND,ND,D,,,
NC0,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:00 AM,14.0,0.3,W,4,NE,1,13.32,5.88,1.5,7.71,7.25,3120,1040,,4,30,,D,0.040,,<0.010,,0.061,,1.610,,1.320,,0.295,,27.2,18.4,16.040,,4.40,ND,ND,21.50,22.50,20.50,21.10,ND,ND,ND,ND,ND,ND,D,,,
NC1,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:13 AM,19.0,0.3,S,8,NE,1,11.25,3.61,2.0,7.70,7.14,390,28,,4,8,,D,0.319,,0.088,,0.094,,1.500,,1.100,,0.245,,24.0,18.4,58.560,,3.50,ND,ND,22.30,23.60,20.90,21.50,ND,ND,ND,ND,ND,ND,D,,,
NC2,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:23 AM,15.0,0.4,W,7,NE,1,8.46,6.33,2.0,7.57,7.31,96,40,,40,4,,D,0.284,,0.250,,0.124,,1.240,,1.040,,0.231,,24.8,20.8,46.320,,3.40,ND,ND,22.90,23.30,21.20,21.40,ND,ND,ND,ND,ND,ND,D,,,
NC3,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:36 AM,21.0,0.4,W,5,NE,1,9.46,7.15,1.5,7.58,7.47,88,176,,4,4,,D,0.362,,0.194,,0.112,,1.210,,0.790,,0.216,,24.8,16.0,51.440,,3.50,ND,ND,23.20,23.40,21.20,21.30,ND,ND,ND,ND,ND,ND,D,,,
DG2,9/24/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,6.23,ND,7.0,ND,ND,32,ND,,2,ND,,D,0.440,,0.338,,0.125,,0.752,,0.991,,0.165,,23.2,,2.280,,3.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
HC1,9/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:25 AM,ND,ND,ND,ND,ND,ND,ND,ND,ND,7.18,ND,172,ND,,16,ND,,D,3.840,,4.910,,0.808,,8.490,,16.600,,0.751,,13.2,,1.972,,,ND,ND,25.50,ND,20.82,ND,7.5,ND,3.73,ND,ND,ND,D,,,
HC2,9/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:35 AM,ND,ND,ND,ND,ND,ND,ND,ND,ND,7.12,ND,10,ND,,4,ND,,D,4.270,,8.530,,1.320,,14.700,,8.660,,1.470,,21.6,,5.010,,,ND,ND,14.82,ND,21.67,ND,5.7,ND,5.10,ND,ND,ND,D,,,
SP1,9/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:00 AM,ND,ND,ND,ND,ND,ND,ND,ND,ND,7.52,ND,60,ND,,10,ND,,D,0.374,,1.180,,0.251,,2.850,,2.790,,0.340,,18.8,,15.055,,,ND,ND,26.00,ND,18.54,ND,7.9,ND,4.07,ND,ND,ND,D,,,
DHC2,9/25/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,ND,,4,ND,,D,4.380,,8.700,,1.370,,13.800,,8.450,,1.500,,20.8,,4.977,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
E10,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:25 AM,90.0,0.3,E,8,NE,1,9.31,9.25,7.0,7.16,7.16,1,ND,,1,ND,,D,0.334,,0.284,,0.130,,1.200,,1.910,,0.207,,6.4,10.8,0.512,,2.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
E8,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:47 AM,88.0,0.3,E,9,N,1,9.00,ND,7.0,7.14,ND,5,ND,,1,ND,,D,0.389,,0.364,,0.142,,4.250,,1.900,,0.361,,4.8,,0.550,,2.90,ND,ND,26.00,ND,15.70,ND,ND,ND,ND,ND,ND,ND,D,,,
E7,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:25 AM,44.0,0.9,E,6,N,1,8.53,ND,5.5,7.10,ND,8,ND,,1,ND,,D,0.456,,0.546,,0.166,,1.280,,1.880,,0.240,,5.2,,0.628,,2.80,ND,ND,25.50,ND,16.10,ND,ND,ND,ND,ND,ND,ND,D,,,
E6,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:43 AM,19.0,0.7,E,7,N,1,7.98,ND,5.5,7.08,ND,16,ND,,4,ND,,D,0.540,,0.744,,0.193,,1.760,,1.880,,0.300,,9.2,,0.636,,3.00,ND,ND,24.90,ND,16.20,ND,ND,ND,ND,ND,ND,ND,D,,,
FB1,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:53 AM,19.0,0.4,E,6,N,1,8.95,8.76,6.0,7.20,7.24,60,ND,,8,ND,,D,0.500,,0.790,,0.192,,3.090,,2.060,,0.407,,7.2,4.0,0.612,,2.80,ND,ND,24.90,24.80,15.10,15.00,ND,ND,ND,ND,ND,ND,D,,,
E15,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:01 PM,11.0,0.1,E,5,N,1,8.63,8.65,7.0,7.16,7.15,360,ND,,11,ND,,D,0.508,,0.807,,0.184,,1.780,,2.130,,0.264,,6.4,7.6,0.508,,2.90,ND,ND,24.80,24.70,14.90,14.90,ND,ND,ND,ND,ND,ND,D,,,
FLC2,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:08 PM,13.0,0.4,E,6,N,1,7.43,7.99,4.0,7.13,7.11,800,ND,,53,ND,,D,0.452,,0.976,,0.167,,3.510,,2.680,,0.412,,4.8,8.8,0.800,,2.80,ND,ND,24.00,24.60,15.20,15.10,ND,ND,ND,ND,ND,ND,D,,,
FLC1,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:15 PM,13.0,0,SE,0,0,1,6.85,6.81,2.5,7.18,7.22,364,ND,,29,ND,,D,0.345,,1.030,,0.153,,3.160,,3.090,,0.359,,8.8,4.0,1.471,,3.10,ND,ND,23.20,24.10,14.70,14.80,ND,ND,ND,ND,ND,ND,D,,,
E14,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:50 PM,19.0,0.2,E,3,N,1,7.14,ND,5.0,7.24,ND,122,ND,,12,ND,,D,0.534,,0.742,,0.190,,1.750,,1.920,,0.268,,8.0,,0.659,,2.80,ND,ND,24.90,ND,16.90,ND,ND,ND,ND,ND,ND,ND,D,,,
E4,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:14 PM,67.0,2.6,E,4,N,1,6.49,ND,4.5,7.39,ND,8,ND,,4,ND,,D,0.477,,0.426,,0.134,,1.490,,1.540,,0.297,,11.2,,0.540,,2.50,ND,ND,24.80,ND,16.90,ND,ND,ND,ND,ND,ND,ND,D,,,
E2,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:42 PM,48.0,1.9,N,0,0,1,8.53,ND,5.0,7.60,ND,6,ND,,3,ND,,D,0.464,,0.420,,0.176,,1.120,,1.480,,0.193,,7.2,,0.513,,2.70,ND,ND,25.40,ND,16.90,ND,ND,ND,ND,ND,ND,ND,D,,,
N5,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:10 PM,51.0,1.1,N,4,N,1,9.46,ND,6.0,7.53,ND,4,ND,,12,ND,,D,0.459,,0.513,,0.141,,1.660,,1.380,,0.230,,9.2,,0.445,,2.70,ND,ND,24.70,ND,17.00,ND,ND,ND,ND,ND,ND,ND,D,,,
N4,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:29 PM,43.0,1.2,N,3,N,1,9.77,ND,5.0,7.48,ND,63,ND,,8,ND,,D,0.566,,0.356,,0.137,,1.330,,1.590,,0.220,,4.8,,0.477,,2.90,ND,ND,19.80,ND,16.80,ND,ND,ND,ND,ND,ND,ND,D,,,
N3B,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:49 PM,70.0,1.2,N,3,N,1,9.59,ND,3.5,7.48,ND,30,ND,,1,ND,,D,0.566,,0.370,,0.139,,1.410,,1.570,,0.218,,6.0,,0.500,,3.20,ND,ND,20.00,ND,17.20,ND,ND,ND,ND,ND,ND,ND,D,,,
N1,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:18 PM,52.0,0.7,N,1,N,1,10.25,ND,3.0,7.46,ND,60,ND,,4,ND,,D,0.607,,0.291,,0.135,,1.480,,1.670,,0.263,,4.8,,0.564,,3.00,ND,ND,16.10,ND,17.10,ND,ND,ND,ND,ND,ND,ND,D,,,
H3,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4:13 PM,28.0,0.1,N,1,N,1,9.58,ND,3.0,7.40,ND,70,ND,,8,ND,,D,0.638,,0.282,,0.139,,1.410,,1.740,,0.258,,5.6,,0.720,,3.10,ND,ND,15.90,ND,17.00,ND,ND,ND,ND,ND,ND,ND,D,,,
DN4,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,62,ND,,4,ND,,D,0.561,,0.354,,0.137,,3.340,,1.610,,0.365,,8.0,,0.596,,3.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
DN3B,10/20/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9.62,ND,ND,ND,ND,ND,ND,,ND,ND,,D,,,,,,,,,,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
N9,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10:37 AM,17.0,0.4,W,12,SW,1,10.55,ND,ND,7.59,ND,8,ND,,1,ND,,D,0.255,,0.256,,0.078,,1.360,,1.030,,0.102,,1.8,,1.330,,2.90,ND,ND,28.10,ND,15.80,ND,ND,ND,ND,ND,ND,ND,D,,,
N16,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,,ND,ND,,D,,,,,,,,,,,,,,,,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J11,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:03 AM,22.0,0.5,W,9,W,1,11.01,ND,ND,7.74,ND,380,ND,,11,ND,,D,0.210,,0.147,,0.049,,0.906,,0.980,,0.075,,2.0,,6.161,,2.90,ND,ND,29.60,ND,15.50,ND,ND,ND,ND,ND,ND,ND,D,,,
SHB1,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:16 AM,40.0,0.1,W,4,W,1,10.27,ND,8.0,7.79,ND,850,ND,,9,ND,,D,0.150,,0.151,,0.051,,0.916,,0.972,,0.076,,1.6,,16.840,,4.60,ND,ND,29.80,ND,16.10,ND,ND,ND,ND,ND,ND,ND,D,,,
J1,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:41 AM,34.0,0.6,E,15,W,1,11.26,ND,6.5,7.83,ND,4,ND,,1,ND,,D,0.248,,0.256,,0.074,,1.320,,0.940,,0.121,,5.6,,8.403,,2.60,ND,ND,29.20,ND,15.50,ND,ND,ND,ND,ND,ND,ND,D,,,
J2,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:56 AM,35.0,0.7,N,15,W,1,10.69,ND,8.5,7.69,ND,12,ND,,1,ND,,D,0.366,,0.428,,0.106,,1.520,,1.660,,0.202,,1.6,,9.485,,2.60,ND,ND,28.40,ND,15.50,ND,ND,ND,ND,ND,ND,ND,D,,,
J3,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:33 PM,34.0,1,E,19,W,1,10.86,ND,7.5,7.72,ND,64,ND,,1,ND,,D,0.430,,0.526,,0.132,,1.490,,1.820,,0.207,,28.0,,5.470,,2.80,ND,ND,27.80,ND,15.90,ND,ND,ND,ND,ND,ND,ND,D,,,
J9A,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:39 PM,22.0,1.1,E,11,W,1,10.36,ND,10.0,7.72,ND,10,ND,,1,ND,,D,0.416,,0.500,,0.123,,1.330,,1.830,,0.172,,1.2,,6.077,,2.80,ND,ND,28.00,ND,15.40,ND,ND,ND,ND,ND,ND,ND,D,,,
SP2,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:49 PM,15.0,1.1,E,20,W,1,10.18,ND,11.0,7.67,ND,21,ND,,1,ND,,D,0.480,,0.702,,0.154,,1.480,,2.120,,0.189,,2.4,,7.434,,3.00,ND,ND,27.40,ND,15.60,ND,ND,ND,ND,ND,ND,ND,D,,,
J8,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:52 PM,23.0,1.2,E,19,W,1,10.08,ND,8.5,7.73,ND,27,ND,,1,ND,,D,0.488,,0.688,,0.150,,1.920,,2.000,,0.236,,10.4,,9.090,,3.10,ND,ND,27.40,ND,15.40,ND,ND,ND,ND,ND,ND,ND,D,,,
J7,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:04 PM,27.0,0.8,E,18,W,1,8.66,ND,8.5,7.65,ND,6,ND,,1,ND,,D,0.538,,0.820,,0.167,,2.600,,2.300,,0.289,,2.0,,8.611,,3.10,ND,ND,26.80,ND,15.70,ND,ND,ND,ND,ND,ND,ND,D,,,
J12,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:12 PM,40.0,1.2,E,14,W,1,11.94,ND,5.5,7.82,ND,8,ND,,1,ND,,D,0.558,,0.952,,0.179,,2.090,,2.540,,0.241,,5.2,,20.520,,3.30,ND,ND,26.30,ND,15.50,ND,ND,ND,ND,ND,ND,ND,D,,,
J5,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:26 PM,22.0,0.8,E,11,W,1,11.16,ND,6.5,7.78,ND,7,ND,,1,ND,,D,0.428,,0.406,,0.110,,1.440,,1.750,,0.171,,2.0,,11.669,,2.80,ND,ND,27.80,ND,15.00,ND,ND,ND,ND,ND,ND,ND,D,,,
DJ12,10/21/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11.94,ND,ND,ND,ND,6,ND,,1,ND,,D,0.556,,1.040,,0.188,,1.860,,2.560,,0.230,,11.6,,20.360,,3.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
G2,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:36 AM,29.0,0.5,S,9,N,1,9.50,ND,8.0,7.54,ND,4,ND,,3,ND,,D,0.522,,0.428,,0.135,,1.360,,1.140,,0.228,,20.8,,1.476,,3.23,ND,ND,24.80,ND,15.10,ND,ND,ND,ND,ND,ND,ND,D,,,
N7,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,46.0,0.5,S,18,N,3,9.35,ND,5.0,7.51,ND,24,ND,,1,ND,,D,0.528,,0.402,,0.129,,1.290,,1.250,,0.174,,12.4,,1.893,,3.10,ND,ND,22.80,ND,15.60,ND,ND,ND,ND,ND,ND,ND,D,,,
N8,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:17 PM,90.0,0.2,S,11,N,3,9.45,ND,4.5,7.57,ND,18,ND,,1,ND,,D,0.496,,0.404,,0.129,,1.280,,1.170,,0.168,,9.4,,9.514,,2.90,ND,ND,23.90,ND,15.10,ND,ND,ND,ND,ND,ND,ND,D,,,
K6,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:51 PM,20.0,0.3,SW,11,N,2,10.75,ND,7.5,7.78,ND,2,ND,,1,ND,,D,0.292,,0.211,,0.083,,1.470,,0.676,,0.123,,12.8,,4.900,,2.70,ND,ND,28.00,ND,14.20,ND,ND,ND,ND,ND,ND,ND,D,,,
K5A,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:31 PM,25.0,0.9,S,22,N,2,10.25,ND,5.5,7.63,ND,6,ND,,1,ND,,D,0.622,,0.262,,0.134,,1.400,,1.010,,0.176,,9.6,,3.324,,3.30,ND,ND,25.10,ND,14.70,ND,ND,ND,ND,ND,ND,ND,D,,,
K5,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1:43 PM,42.0,1,S,12,NE,1,10.00,ND,6.0,7.63,ND,20,ND,,1,ND,,D,0.656,,0.354,,0.149,,1.390,,1.090,,0.187,,8.4,,6.240,,3.30,ND,ND,24.90,ND,15.20,ND,ND,ND,ND,ND,ND,ND,D,,,
K4,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:08 PM,39.0,1.1,E,12,NE,1,9.35,ND,6.0,7.57,ND,16,ND,,3,ND,,D,0.706,,0.682,,0.171,,1.960,,1.640,,0.214,,10.4,,1.800,,3.50,ND,ND,23.80,ND,15.60,ND,ND,ND,ND,ND,ND,ND,D,,,
K3,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:34 PM,41.0,1.1,E,13,NE,1,10.65,ND,5.5,7.59,ND,16,ND,,3,ND,,D,0.614,,0.506,,0.143,,1.650,,1.480,,0.199,,8.8,,1.800,,3.20,ND,ND,24.10,ND,15.60,ND,ND,ND,ND,ND,ND,ND,D,,,
K2,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2:48 PM,30.0,0.6,E,12,E,1,10.00,ND,4.0,7.63,ND,16,ND,,6,ND,,D,0.639,,0.447,,0.145,,1.470,,1.620,,0.193,,11.6,,2.156,,3.50,ND,ND,23.60,ND,15.20,ND,ND,ND,ND,ND,ND,ND,D,,,
K1,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:08 PM,36.0,1.2,SE,12,E,1,9.05,ND,5.0,7.58,ND,20,ND,,1,ND,,D,0.545,,0.392,,0.134,,1.360,,1.260,,0.169,,9.6,,1.729,,3.20,ND,ND,22.20,ND,15.70,ND,ND,ND,ND,ND,ND,ND,D,,,
N6,10/22/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3:20 PM,57.0,0.8,SW,13,E,1,9.85,ND,5.0,7.61,ND,16,ND,,1,ND,,D,0.476,,0.433,,0.124,,1.450,,1.140,,0.167,,8.8,,1.836,,3.80,ND,ND,23.60,ND,15.50,ND,ND,ND,ND,ND,ND,ND,D,,,
